id,tweet,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@alsynergy2020 @SehrLangsam2 @JJ04519737 @Stimpyz1 @Seanismacro @matthew_pines @TSPsmart @bobbyfruit56 @CEOvonGold @LukeGromen @OdysseusDr @HayekAndKeynes @MichaelAArouet @SamanthaLaDuc @itznicker @RaisingTheBAR47 @acosgrove003 @MarketInterest @Alex__Salomon @HammerstoneMar3 @tr8derz @kevinmuir @Barton_options @real_kkhvan @michaelbkrause @42macroDDale @VetTechTrader @VaradMarkets @Copernicus2013 @rubecube12 US Pakistan policy was an unmitigated disaster for sure.  I cannot see how Modi might expect backing from Russia in any Sino-Indian conflict, however.  They're not socialists in Moscow anymore. 🤦 They're freaking Nazis.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@orfonline @ParjanyaBhatt Ukraine wasn't prepared take on Russia but Ukrainians were. Are Indians ready? Before 1000 years, if Indians would have behaved like Ukrainians do today, history of the world would have been different. The Islam wouldn't have been in what today is India, nor the Europeans.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,#158 India-China Power Struggle Could Determine Russia’s Future  https://t.co/inQfhagndw,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@BitterTonic @christogrozev @novaya_gazeta I think you are right. Countries like China and India are only supporting Russia because their trade with the West is not in jeopardy (for now at least), but as soon as military intervention becomes a reality, they'll tuck their tales and declare strict neutrality.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India &amp; Russia are 2 independent countries,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@TOIIndiaNews go demand it from USA AND EUROPE AND UKRAINE AND RUSSIA CONGRESS OPPOSITION that are main reasons for this war,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@mfa_russia @wikileaks @RusEmbUSA @RussianEmbassy @natomission_ru @NATO @RussianEmbassyC @RusMission_EU @RusEmbIndia @RusEmbJakarta @RusEmb_KSA @EmbassyofRussia opinions are like arseholes. everybody has one.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@traderttt9 @SehrLangsam2 @JJ04519737 @Stimpyz1 @Seanismacro @matthew_pines @TSPsmart @bobbyfruit56 @CEOvonGold @LukeGromen @OdysseusDr @HayekAndKeynes @MichaelAArouet @SamanthaLaDuc @itznicker @RaisingTheBAR47 @acosgrove003 @MarketInterest @Alex__Salomon @HammerstoneMar3 @tr8derz @kevinmuir @Barton_options @real_kkhvan @michaelbkrause @42macroDDale @VetTechTrader @VaradMarkets @Copernicus2013 @rubecube12 China Russia and india. The Indians have been pushing back obviously. They’re in the Quad and are going to continue to stay close with the US, w/o punching Russia given the China factor. Meanwhile the US is prob going to recog the above. Modi aside it’s complex…",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The US nearly outspends the next TWELVE countries COMBINED on our military. More than China, Russia, India, the UK, Saudi Arabia, Germany, France, Japan, South Korea, Italy, Australia, and Israel- COMBINED.  https://t.co/TTQpy546OE",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@JannyN60504350 I cannot comment on Hungary, but the rightist ideology in India is far more simpler. Pre-dating Islam or Christanity,we never made NAZIs  Btw here's an early 20th century Soviet poster that says “Hand of friendship towards #Russia but guns to Poland”.   Nothing has changed!  https://t.co/GCTqlPrPEQ",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India's @ONGC_ sells Russia's Sokol oil to Indian #refiners  Read More:  https://t.co/DlqHGZcKVw #crude #imports  https://t.co/6daX0iQy3s,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""Mind it!"" Cowboy @JoeBiden has warned India. Don’t do too much dosti with #Russia.  @DeShobhaa   https://t.co/CwCGKPhHTx",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,.@SaaranshM04 &amp; @RheaSinha12 write on how India has no reason to be fazed by the growing ties between #Pakistan and #Russia as showcased by #ImranKhan’s recent visit to Moscow.  https://t.co/1EU7hxG8k8,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@mfa_russia @amrusbel @KremlinRussia_E @RusEmbUSA @RusEmbIndia @RussiaUN @RussianEmbassy @EmbassyofRussia @mission_russian @Amb_Ulyanov @Dpol_un @A__Alimov !!! We should also punish the lies uttered by official authorities !!! Seriously, do you think you'll continue with your lies for a long time ? There is no body to believe them ! #lies #PutinLies",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@mfa_russia @wikileaks @RusEmbUSA @RussianEmbassy @natomission_ru @NATO @RussianEmbassyC @RusMission_EU @RusEmbIndia @RusEmbJakarta @RusEmb_KSA @EmbassyofRussia We no longer care about WikiLeaks its easy to fake anything.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@traderttt9 @SehrLangsam2 @JJ04519737 @Stimpyz1 @Seanismacro @matthew_pines @TSPsmart @bobbyfruit56 @CEOvonGold @LukeGromen @OdysseusDr @HayekAndKeynes @MichaelAArouet @SamanthaLaDuc @itznicker @RaisingTheBAR47 @acosgrove003 @MarketInterest @Alex__Salomon @HammerstoneMar3 @tr8derz @kevinmuir @Barton_options @real_kkhvan @michaelbkrause @42macroDDale @VetTechTrader @VaradMarkets @Copernicus2013 @rubecube12 the US mostly supported Pakistan (little needs to be said about that horrific policy). Truth be told many many Indians retain that Cold War memory and mentality and remember all the times the US “screwed india” and “Russia helped.” Modi has his issues but this straddling the,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@RT_com Russia saved Syria. Now save and stop Ukrain from becoming a threat to your country. I wish Kremlin would support India similarly and we take back the lost part of Kashmir from PAK. @Notsoyoung5 @JaipurDialogues @GeneralBakshi @LouisaDawes6,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@viggen990105 @_devildog_rv_ flanker upgrades i mean. so far the news is that all super sukhoi modifications are going to be done by indian companies and in india. not sure how much iaf is effected by russia getting sanctioned.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"‘China’s Sinopec pauses Russia projects, Beijing war of sanctions’ – Times of India  https://t.co/q4aG7ielBe",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@jsexton1353 @KimDotcom What has been developed! They have been close to achieving combat ready hypersonic missiles for years but only Russia has a functioning hypersonic missiles China too and India has the Russian BrahMos,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Since everyone is discussing Russia's threat to cut off gas supplies to the EU:   This is what a map of Russia's gas pipelines looks like.  90% of their gas can only be sold to Europe. They can't transport it to China or India, and there is a lack of LNG export facilities.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@traderttt9 @SehrLangsam2 @JJ04519737 @Stimpyz1 @Seanismacro @matthew_pines @TSPsmart @bobbyfruit56 @CEOvonGold @LukeGromen @OdysseusDr @HayekAndKeynes @MichaelAArouet @SamanthaLaDuc @itznicker @RaisingTheBAR47 @acosgrove003 @MarketInterest @Alex__Salomon @HammerstoneMar3 @tr8derz @kevinmuir @Barton_options @real_kkhvan @michaelbkrause @42macroDDale @VetTechTrader @VaradMarkets @Copernicus2013 @rubecube12 I’m American but They’re the ones most stuck in the middle. It’s a bit of realpolitik+remembering history+rock and a hard place / change takes time. The Russia india relationship goes back to the 50s (trade, largest arms buyer, co development of missile systems, etc), a pd when",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Stephan04334920 Maybe, Russia won't be as close friend of India going further, but a cordial Russia is much better than an enemy Russia... Why will India want to make enemies with Russia? Btw, I believe India should use it's little leverage to help the peace processv between Kiev &amp; Moscow...",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@mfa_russia @wikileaks @RusEmbUSA @RussianEmbassy @natomission_ru @NATO @RussianEmbassyC @RusMission_EU @RusEmbIndia @RusEmbJakarta @RusEmb_KSA @EmbassyofRussia Biological activity? What about the physical activity of 🇷🇺 soldiers raping 🇺🇦 women in front of their children? Sick monsters #WarCrimes  https://t.co/14dQ0mDBfB,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@seattletimes this could be a long term BIG DEAL --&gt; ""India Will Drop the Dollar to Trade with Russia, Replacing SWIFT"" In lieu of SWIFT – a Western financial system now blocking Russia – Russians will soon use a new system that allows direct rupee-ruble payments between Russia and India.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@Russ38366154 @tjsmith3 @P1AllElite Sure they're are do you have a clue what type of money anthem is bringing in international tv deals from Mexico India Africa Russia fight Network making money from Pluto tv and few other streaming apps &amp; iMPACT Plus YouTube merchandise,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Stephan04334920 And even if Russia-China axis happens, just look at India's geographical location, and you'll understand why India needs Russian support (Central Asia)... Surrounded by Pakistan, Taliban's Afghanistan, China, Tatmadaw Burma regime, you really want India to alienate Russia?",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@MID_RF @RussiaInUSA @RussianEmbassyR @RusEmbIndia_Ru @Rusembchina @RusEmbJakarta @EmbassyofRussia @RusMission_EU @RF_OSCE @RussiaUN @AmbasadaRusije I told you don't allow bugs ,dogs ,curses of CBC nor DMC on my devices Right and told you I am Russia now have friends of course but real VIP officials ,all gold is removed all blue is removed the left is mere few friends mostly not governmental only press or royal that's all.  https://t.co/AGISCzjp1B",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@TisMeCarl Many of us don’t trust Biden admin to take on China anyways. Good India is not forgoing its partnership with Russia without getting fooled by fake assurances from the democratic neoliberal establishment.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Russia-Ukraine war: 33 days and counting, what next?   #Hindustani #News #India   https://t.co/DTyBMcuJnk",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@redhawkpath Of course it's a registered Indian company, it's owned by her multi billionaire father, who happens to be a personal friend of Putin. She is actively involved in it. Infosys continues to trade freely in Russia. Not a good look for her husband, the Chancellor of the exchequer.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Many of us don’t trust Biden admin to take on China anyways. Good India is not forgoing its partnership with Russia without getting fooled by fake assurances from the democratic neoliberal establishment.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,A possible regime change in Russia will be in India's best interest. Like it or not.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@IndiaToday @AFWACheck @KunduChayan Ukraine is tops in propaganda like Russia.Only difference is Western media is dedicated to Ukrainian stuff.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@naman00099 @ZelenskyyUa @BorisJohnson Are you really serious? How does invading your neighbour, losing troops &amp; equipment improve security? If he’s proved one thing it is that Russia is not a super power. A corrupt country with corrupt armed forces. The question is does India want to be on the right side of history",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@Mcrush_uponS @Sammy58328 @SouthAsiaIndex India can even not fight China because you have lot russia weapons  China russia are bestfriendship and China lot about Russia weapons,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@linblox to me it looks like putin has given up on the west. i think he will focus on india and china which will probably be the smartest move long term. why get friendly with the west who will just steal russian cb reserves again and try to wreck russia as a whole eventually?,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@MID_RF @RussiaInUSA @RussianEmbassyR @RusEmbIndia_Ru @Rusembchina @RusEmbJakarta @EmbassyofRussia @RusMission_EU @RF_OSCE @RussiaUN @AmbasadaRusije Barely can understand Russia, but definitely is a lie. Russians Nazis get out from Ukraine , war criminals",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@POTUS “In ThE nAmE oF dEmOcRaCy"" GTFOH 🖕🏾🖕🏾🖕🏾. Russia, China, India and North Korea will make your country pay dearly for the crimes you devils and sinners committed around the globe.  https://t.co/QRjPipB6sL",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@democraquoi @gonzadan @SamRamani2 2)If China and India buy up the Russian supply, they will inevitably but less from their normal suppliers, which will then go on the market. Everyone will still have oil. It will just cost the EU more and Russia’s profit margin will be gutted.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@YuktiArora9914 @HananyaNaftali India doesnt not stand with ISRAEL  THEY STAND WITH RUSSIA,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@democraquoi @gonzadan @SamRamani2 Several issues here. 1st: the only reason China and India will buy up their oil supply would be for a heavy discount. It would also cost Russia more to export if so their margins will be terrible...,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"After Biden’s ‘alarming’ Putin remark, India is poised to step in and BACK Russia  https://t.co/0GomMWE0l9",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India set to bypass US dollar for trade with Russia | The Express Tribune  https://t.co/kJ7FZApaOl,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Princeola82 @KyivIndependent @EmmanuelMacron India is not supporting war and we always choose peaceful path. But, India is showing some loyalty to Russia,which is the only country helped us in the 1971 war where all the so called western countries against India in the same war. Never trust west.  We are with Ukrainian ppl.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@ndtv Imran Khan is not too inimical to India. He's simply inconsistent. We cannot expect much from someone who considers Japan to be in Europe. He rushes to Russia at the beginning of the Ukraine War, apparently for some gains. When rebuffed, announces sanctions against Russia. Oops!",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Simple_Matt0_o @MomentumP500 👍 Russia has oil, natgas, wheat, tin, nickel, gold. China has the biggest manufacturing base in the world and the largest hoard of Gold in the world 'unofficially'. India has fastest growing IT brain trust in the world. Their combined population is ~40% of the world.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"#NewsForTeens India, the world’s biggest democracy, remains as one of autocratic Russia’s most loyal partners despite Putin’s decision to invade Ukraine. Here’s more:  https://t.co/3Ex3Tks1Ak #apstudents",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Sandman7591 I see your points, but Russia still paying Ukraine on energy, nothing has changed in their oil relationship, its flowing through Ukraine. China India &amp; Japan are paying, and it hasnt stopped to Europe. Nord Stream 2 wasnt completed yet, Nord Stream 1 fully flowing.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@naman00099 @froshhelboss @andris__ozolins @Fragment_84 @mfa_russia I'm sure he wasn't aware of what was going on as Russia lied to everyone about invading Ukraine. Pakistan abstained at UN as he obviously wanted to stay neutral. Funny how no Pakistani people on here condoning Russia/west. No only Indians supporting the murders of children,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@RuthGi1084 @AndyT_90 @maxseddon Except India, China, Asia, and Africa are the future and they continue to do business with Russia.  the real loser here is Europe.  It has lost cheap energy and is looking at ridiculous food prices.  America also lost power through its economic imperialism.  China won.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Baronation @mfa_russia @AviaHistory @mod_russia @RusEmbUSA @RussianEmbassyC @RussianEmbassy @AmbRusFrance @RusBotWien @mission_russian @EmbassyofRussia @RusEmbAU #IStandWithPutin #StandWithPutin  #StandWithRussia  👇 By fighting this war, Putin does not want to prove that he is the only superpower in the world Putin is fighting this war for the security of his people and their future. #IndiastandswithRussia",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"I believe Between Iran, India, Russia, China, Japan, etc. They won't speak of alliances, all the time. But, someone will change this system. And, they have my support. The only way to change it is to put these people at the base of their pyramid. Hiltons, Rothschild...USA",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18," https://t.co/Rmv2VQ6mbb @asiatimesonline  Washington vows to replace #Russia as #India’s top arms, energy and diplomatic partner but a fast pivot isn’t viable #RussiaIndia #comparativeconnections  @PacificForum",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Tazerface16 @TChiuraise @thesiriusreport The main problem is Americans are dumb as hell.  You've exported your national debt to other countries since the 1970s.   This will now stop!  #Russia is waging war on the dollar!  #China, #India, #Saud - all will follow suit and ditch the dollar.  You watch.  https://t.co/0icOO4ZVRb",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,One more Indian journalist in Donbas Region reporting on humanitarian aid being delivered by Russia,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@naman00099 @mfa_russia @AviaHistory @mod_russia @RusEmbUSA @RussianEmbassyC @RussianEmbassy @AmbRusFrance @RusBotWien @mission_russian @EmbassyofRussia @RusEmbAU Go fuck yourself indian moron,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Russia-Ukraine War: Billionaire Abramovich, Ukrainian peace negotiators hit by suspected poisoning, say reports : The Tribune India  https://t.co/Drn2HgzPUC",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"not an original observation, but telling that all the ""BRIC"" countries -- Brazil, Russia, India and China -- the touchstone economies of Washington's globalization designs in the 1990s and 2000s are now all anti-Washington in its current push",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India poised to step in and BACK Russia after Biden's 'alarming' Putin comment  https://t.co/9HVAEnwz20,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@InnaSovsun I am from India and I would gladly give Pakistan to Russia in exchange for peace with Putin.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Interesting data on India-Russia trade in this article:  https://t.co/ljzuKEdQrr,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@MyLifeInMyHead I think that the world now needs peace, since the end of the Second World War there have been wars.  1949 - 1953 Korea 1955 - 1971 Vietnam (France and US) 1971 - 1971 India - West India (Pakistan) 1947 - Present Israel - Palestinians 1980's Russia - Afghanistan  #StopWar",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Report: India’s ONGC Sells Russia’s Sokol Oil to Indian Refiners  https://t.co/5PNcTBn1iV,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@DeniseD50216060 @froshhelboss @andris__ozolins @Fragment_84 @mfa_russia Well don't you know that Pakistan PM Imran Khan went to Russia and met Putin on the very same day Ukriane invasion began. 🤦🏻  And pakistan PM infact recently commended India on its foreign policy.🤣  Well, whatever. 😶",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@CheffWallets @hairybiped @KyivIndependent Jesus, you as a cryoto  guy should have heard of demand/supply.  If there is no demand, russia can't sell. But maybe the indians and Chinese are altruistic and will buy all the gas, even if they don't need it 😂",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Counter weight. Regardless of #NATO bluster the #Rouble strengthens as #Russia demands roubles for its gas and #India moves to trade in roubles.   https://t.co/N5ZowCDWFV  https://t.co/aip5vzBWMX,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @AskAnshul: WHO said: Covaxin is safe &amp; effective but suspended supply of Covaxin to UN agencies, to allow manufacturer to upgrade facil�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @DerekJGrossman: Pakistan military chief says what India cannot/will not: �Despite legitimate security concerns of Russia, its aggressio�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,RT @varinder_bansal: State of emergency in Sri Lanka. Political crisis in Pakistan. Geopolitical issues b/w Russia: Ukraine. US playing gam�,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @Power_Jen: For the love of God, give Ukraine whatever it needs. 

Stop ALL trade with Russia. 

Germany, Hungary, Israel and India shou�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"I think India is wrong on Russia. Its approach on Ukraine is penny-wise, pound-foolish.

However, institutionally any Indian govt couldn�t have made a decision much diff from what the present dispensation did, because of what India�s priors are &amp; how institutional inertia works.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,In session I will cover many topics that includes #Russia #Ukraine and why India's stand leads towards peace. India's economy. Structural reforms.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Why is India remaining neutral in the wake of Russia's invasion of Ukraine? 

Colin Robertson speaks to @Stewartbeck @rupasubramanya @SwaranSinghJNU @BPVictoriaBC on this episode of #TheGlobalExchange

https://t.co/JK00Qi8A4s https://t.co/rLE4j6M47f",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @SarahRosemary3: @TheFatHippo57 @ks_1968 @Mij_Europe Will it be 'for nothing' in that situation?
 
Yes I have seen the reports of them b�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @AskAnshul: WHO said: Covaxin is safe &amp; effective but suspended supply of Covaxin to UN agencies, to allow manufacturer to upgrade facil�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,RT @Defender_o7: after pleading with India not to purchase Russian oil USA itself along with their European partners bought Russian fuel at�,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@BBCBreaking @BBCNews Think the UN needs to go directly to Russia, China and India to see what they are doing to avoid disastrous climate change!
The Russians firing missiles all over Ukraine and at a nuclear plant does not help!",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @AskAnshul: WHO said: Covaxin is safe &amp; effective but suspended supply of Covaxin to UN agencies, to allow manufacturer to upgrade facil�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @AskAnshul: WHO said: Covaxin is safe &amp; effective but suspended supply of Covaxin to UN agencies, to allow manufacturer to upgrade facil�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,RT @WestWingReport: India - which has not criticized Putin's brutal invasion of Ukraine - says it will continue to buy oil from Russia; Mos�,,,,,,,,,,,,,,,,,,,,,,,
